hotel_id,city,country,name,area,stars,rating,nightly_eur,review_count,breakfast_included,refundable,distance_to_center_km,wifi,workspace,family_rooms,air_conditioning,parking,pet_friendly,accessible
H0301655,Gdansk,Poland,East Side Wren Corner · Gdansk,East Side,5,4.9,229,160,0,1,6.8,1,1,0,1,0,0,1
H0301656,Gdansk,Poland,The Arcade Corner Rooms · Gdansk,Riverside,1,3.5,222,297,1,1,8.5,1,0,1,0,0,0,1
H0301657,Gdansk,Poland,Belvedere & Corner Rooms · Gdansk,University District,2,3.8,135,434,1,1,10.2,1,1,0,1,1,0,1
H0301658,Gdansk,Poland,Corner Rooms by Canvas · Gdansk,Business District,3,3.9,191,571,0,1,11.9,1,0,0,1,1,0,1
H0301659,Gdansk,Poland,Courtyard East Side Rooms · Gdansk,East Side,4,4.4,215,708,1,1,1.6,1,1,0,1,0,0,1
H0301660,Gdansk,Poland,Riverside Foundry Corner · Gdansk,Riverside,5,4.3,255,845,1,1,3.3,1,0,0,0,0,1,0
H0301661,Gdansk,Poland,The Gallery Corner Rooms · Gdansk,University District,1,3.4,218,982,0,1,5.0,1,1,1,1,0,0,1
H0301662,Gdansk,Poland,Hearth & Corner Rooms · Gdansk,Business District,2,3.8,161,1119,1,1,6.7,1,0,0,1,0,0,1
H0301663,Gdansk,Poland,Corner Rooms by Mosaic · Gdansk,East Side,3,4.3,166,1256,1,1,8.4,1,1,0,1,1,0,1
H0301664,Gdansk,Poland,Pavilion Riverside Rooms · Gdansk,Riverside,4,4.4,184,1393,0,1,10.1,1,0,0,0,1,0,1
H0301665,Gdansk,Poland,University District Quayside Corner · Gdansk,University District,5,4.4,197,1530,1,1,11.8,1,1,0,1,0,0,1
H0301666,Gdansk,Poland,The Regent Corner Rooms · Gdansk,Business District,1,3.7,184,1667,1,1,1.5,1,0,1,1,0,0,1
H0301667,Gdansk,Poland,Riverview & Corner Rooms · Gdansk,East Side,2,4.0,126,1804,0,1,3.2,1,1,0,1,0,1,1
H0301668,Gdansk,Poland,Corner Rooms by Vantage · Gdansk,Riverside,3,4.3,251,1941,1,1,4.9,1,0,0,0,0,0,0
H0301669,Gdansk,Poland,Voyager University District Rooms · Gdansk,University District,4,4.1,199,2078,1,1,6.6,1,1,0,1,1,0,1
H0301670,Gdansk,Poland,Business District Amber Quarter · Gdansk,Business District,5,4.6,282,2215,0,1,8.3,1,0,0,1,1,0,1
H0301671,Gdansk,Poland,The Atlas Quarter Rooms · Gdansk,East Side,1,3.9,114,2352,1,1,10.0,1,1,1,1,0,0,1
H0301672,Gdansk,Poland,Aurora & Quarter Rooms · Gdansk,Riverside,2,3.6,217,2489,1,1,11.7,1,0,0,0,0,0,1
H0301673,Gdansk,Poland,Quarter Rooms by Bluebird · Gdansk,University District,3,4.3,180,2626,0,1,1.4,1,1,0,1,0,0,1
H0301674,Gdansk,Poland,Canopy Business District Rooms · Gdansk,Business District,4,4.2,206,2763,1,1,3.1,1,0,0,1,0,1,1
H0301675,Gdansk,Poland,East Side Cedar Quarter · Gdansk,East Side,5,4.8,239,2900,1,1,4.8,1,1,0,1,1,0,1
H0301676,Gdansk,Poland,The Copper Quarter Rooms · Gdansk,Riverside,1,3.8,220,3037,0,1,6.5,1,0,1,0,1,0,0
H0301677,Gdansk,Poland,Crown & Quarter Rooms · Gdansk,University District,2,3.9,206,3174,1,1,8.2,1,1,0,1,0,0,1
H0301678,Gdansk,Poland,Quarter Rooms by Dawn · Gdansk,Business District,3,4.0,153,3311,1,1,9.9,1,0,0,1,0,0,1
H0301679,Gdansk,Poland,Ember East Side Rooms · Gdansk,East Side,4,4.6,256,3448,0,1,11.6,1,1,0,1,0,0,1
H0301680,Gdansk,Poland,Riverside Evergreen Quarter · Gdansk,Riverside,5,4.8,269,3585,1,1,1.3,1,0,0,0,0,0,1
H0301681,Gdansk,Poland,The Fern Quarter Rooms · Gdansk,University District,1,3.3,196,3722,1,1,3.0,1,1,1,1,1,1,1
H0301682,Gdansk,Poland,Golden & Quarter Rooms · Gdansk,Business District,2,3.5,136,3859,0,1,4.7,1,0,0,1,1,0,1
H0301683,Gdansk,Poland,Quarter Rooms by Harbour · Gdansk,East Side,3,3.8,223,3996,1,1,6.4,1,1,0,1,0,0,1
H0301684,Gdansk,Poland,Ivory Riverside Rooms · Gdansk,Riverside,4,4.0,191,4133,1,1,8.1,1,0,0,0,0,0,0
H0301685,Gdansk,Poland,University District Juniper Quarter · Gdansk,University District,5,4.4,270,4270,0,1,9.8,1,1,0,1,0,0,1
H0301686,Gdansk,Poland,The Lantern Quarter Rooms · Gdansk,Business District,1,3.6,226,4407,1,1,11.5,1,0,1,1,0,0,1
H0301687,Gdansk,Poland,Laurel & Quarter Rooms · Gdansk,East Side,2,3.9,221,4544,1,1,1.2,1,1,0,1,1,0,1
H0301688,Gdansk,Poland,Quarter Rooms by Linden · Gdansk,Riverside,3,4.1,236,4681,0,1,2.9,1,0,0,0,1,1,1
H0301689,Gdansk,Poland,Marble University District Rooms · Gdansk,University District,4,4.7,180,4818,1,1,4.6,1,1,0,1,0,0,1
H0301690,Gdansk,Poland,Business District Meadow Quarter · Gdansk,Business District,5,4.6,214,4955,1,1,6.3,1,0,0,1,0,0,1
H0301691,Gdansk,Poland,The Meridian Quarter Rooms · Gdansk,East Side,1,3.3,136,5092,0,1,8.0,1,1,1,1,0,0,1
H0301692,Gdansk,Poland,Moonlight & Quarter Rooms · Gdansk,Riverside,2,3.6,205,5229,1,1,9.7,1,0,0,0,0,0,0
H0301693,Gdansk,Poland,Quarter Rooms by Northlight · Gdansk,University District,3,3.9,258,5366,1,1,11.4,1,1,0,1,1,0,1
H0301694,Gdansk,Poland,Olive Business District Rooms · Gdansk,Business District,4,4.2,234,5503,0,1,1.1,1,0,0,1,1,0,1
H0301695,Gdansk,Poland,East Side Orchid Quarter · Gdansk,East Side,5,4.9,247,5640,1,1,2.8,1,1,0,1,0,1,1
H0301696,Gdansk,Poland,The Pearl Quarter Rooms · Gdansk,Riverside,1,3.3,152,5777,1,1,4.5,1,0,1,0,0,0,1
H0301697,Gdansk,Poland,Pine & Quarter Rooms · Gdansk,University District,2,4.1,157,5914,0,1,6.2,1,1,0,1,0,0,1
H0301698,Gdansk,Poland,Quarter Rooms by Raven · Gdansk,Business District,3,3.9,214,6051,1,1,7.9,1,0,0,1,0,0,1
H0301699,Gdansk,Poland,Rosewood East Side Rooms · Gdansk,East Side,4,4.2,263,6188,1,1,9.6,1,1,0,1,1,0,1
H0301700,Gdansk,Poland,Riverside Saffron Quarter · Gdansk,Riverside,5,4.7,193,6325,0,1,11.3,1,0,0,0,1,0,0
H0301701,Gdansk,Poland,The Silver Quarter Rooms · Gdansk,University District,1,3.5,210,6462,1,1,1.0,1,1,1,1,0,0,1
H0301702,Gdansk,Poland,Solstice & Quarter Rooms · Gdansk,Business District,2,4.1,229,6599,1,1,2.7,1,0,0,1,0,1,1
H0301703,Gdansk,Poland,Quarter Rooms by Stone · Gdansk,East Side,3,4.2,197,6736,0,1,4.4,1,1,0,1,0,0,1
H0301704,Gdansk,Poland,Sunrise Riverside Rooms · Gdansk,Riverside,4,4.0,247,6873,1,1,6.1,1,0,0,0,0,0,1
H0301705,Gdansk,Poland,University District Terrace Quarter · Gdansk,University District,5,4.8,242,7010,1,1,7.8,1,1,0,1,1,0,1
H0301706,Gdansk,Poland,The Velvet Quarter Rooms · Gdansk,Business District,1,3.4,207,7147,0,1,9.5,1,0,1,1,1,0,1
H0301707,Gdansk,Poland,Willow & Quarter Rooms · Gdansk,East Side,2,4.0,187,7284,1,1,11.2,1,1,0,1,0,0,1
H0301708,Gdansk,Poland,Quarter Rooms by Wren · Gdansk,Riverside,3,4.2,183,7421,1,1,0.9,1,0,0,0,0,0,0
H0301709,Gdansk,Poland,Arcade University District Rooms · Gdansk,University District,4,4.4,163,7558,0,1,2.6,1,1,0,1,0,1,1
H0301710,Gdansk,Poland,Business District Belvedere Quarter · Gdansk,Business District,5,4.5,278,7695,1,1,4.3,1,0,0,1,0,0,1
H0301711,Gdansk,Poland,The Canvas Quarter Rooms · Gdansk,East Side,1,3.3,226,7832,1,1,6.0,1,1,1,1,1,0,1
H0301712,Gdansk,Poland,Courtyard & Quarter Rooms · Gdansk,Riverside,2,3.6,126,7969,0,1,7.7,1,0,0,0,1,0,1
H0301713,Gdansk,Poland,Quarter Rooms by Foundry · Gdansk,University District,3,4.2,186,8106,1,1,9.4,1,1,0,1,0,0,1
H0301714,Gdansk,Poland,Gallery Business District Rooms · Gdansk,Business District,4,4.4,230,8243,1,1,11.1,1,0,0,1,0,0,1
H0301715,Gdansk,Poland,East Side Hearth Quarter · Gdansk,East Side,5,4.6,276,8380,0,1,0.8,1,1,0,1,0,0,1
H0301716,Gdansk,Poland,The Mosaic Quarter Rooms · Gdansk,Riverside,1,3.4,208,8517,1,1,2.5,1,0,1,0,0,1,0
H0301717,Gdansk,Poland,Pavilion & Quarter Rooms · Gdansk,University District,2,4.0,233,8654,1,1,4.2,1,1,0,1,1,0,1
H0301718,Gdansk,Poland,Quarter Rooms by Quayside · Gdansk,Business District,3,4.4,156,8791,0,1,5.9,1,0,0,1,1,0,1
H0301719,Gdansk,Poland,Regent East Side Rooms · Gdansk,East Side,4,4.7,250,8928,1,1,7.6,1,1,0,1,0,0,1
H0301720,Gdansk,Poland,Riverside Riverview Quarter · Gdansk,Riverside,5,4.7,275,9065,1,1,9.3,1,0,0,0,0,0,1
H0301721,Gdansk,Poland,The Vantage Quarter Rooms · Gdansk,University District,1,3.3,117,9202,0,1,11.0,1,1,1,1,0,0,1
H0301722,Gdansk,Poland,Voyager & Quarter Rooms · Gdansk,Business District,2,4.2,198,9339,1,1,0.7,1,0,0,1,0,0,1
H0301723,Gdansk,Poland,Boulevard Rooms by Amber · Gdansk,East Side,3,4.4,247,9476,1,1,2.4,1,1,0,1,1,1,1
H0301724,Gdansk,Poland,Atlas Riverside Rooms · Gdansk,Riverside,4,4.5,259,113,0,1,4.1,1,0,0,0,1,0,0
H0301725,Gdansk,Poland,University District Aurora Boulevard · Gdansk,University District,5,4.8,203,250,1,1,5.8,1,1,0,1,0,0,1
H0301726,Gdansk,Poland,The Bluebird Boulevard Rooms · Gdansk,Business District,1,3.5,187,387,1,1,7.5,1,0,1,1,0,0,1
H0301727,Gdansk,Poland,Canopy & Boulevard Rooms · Gdansk,East Side,2,3.5,137,524,0,1,9.2,1,1,0,1,0,0,1
H0301728,Gdansk,Poland,Boulevard Rooms by Cedar · Gdansk,Riverside,3,3.8,173,661,1,1,10.9,1,0,0,0,0,0,1
H0301729,Gdansk,Poland,Copper University District Rooms · Gdansk,University District,4,4.1,234,798,1,1,0.6,1,1,0,1,1,0,1
H0301730,Gdansk,Poland,Business District Crown Boulevard · Gdansk,Business District,5,4.7,240,935,0,1,2.3,1,0,0,1,1,1,1
H0301731,Gdansk,Poland,The Dawn Boulevard Rooms · Gdansk,East Side,1,3.3,185,1072,1,1,4.0,1,1,1,1,0,0,1
H0301732,Gdansk,Poland,Ember & Boulevard Rooms · Gdansk,Riverside,2,4.1,157,1209,1,1,5.7,1,0,0,0,0,0,0
H0301733,Gdansk,Poland,Boulevard Rooms by Evergreen · Gdansk,University District,3,4.5,244,1346,0,1,7.4,1,1,0,1,0,0,1
H0301734,Gdansk,Poland,Fern Business District Rooms · Gdansk,Business District,4,4.3,214,1483,1,1,9.1,1,0,0,1,0,0,1
H0301735,Gdansk,Poland,East Side Golden Boulevard · Gdansk,East Side,5,4.6,234,1620,1,1,10.8,1,1,0,1,1,0,1
H0301736,Gdansk,Poland,The Harbour Boulevard Rooms · Gdansk,Riverside,1,3.8,212,1757,0,1,0.5,1,0,1,0,1,0,1
H0301737,Gdansk,Poland,Ivory & Boulevard Rooms · Gdansk,University District,2,3.5,201,1894,1,1,2.2,1,1,0,1,0,1,1
H0301738,Gdansk,Poland,Boulevard Rooms by Juniper · Gdansk,Business District,3,3.8,224,2031,1,1,3.9,1,0,0,1,0,0,1
H0301739,Gdansk,Poland,Lantern East Side Rooms · Gdansk,East Side,4,4.5,173,2168,0,1,5.6,1,1,0,1,0,0,1
H0301740,Gdansk,Poland,Riverside Laurel Boulevard · Gdansk,Riverside,5,4.8,188,2305,1,1,7.3,1,0,0,0,0,0,0
H0301741,Gdansk,Poland,The Linden Boulevard Rooms · Gdansk,University District,1,3.8,123,2442,1,1,9.0,1,1,1,1,1,0,1
H0301742,Gdansk,Poland,Marble & Boulevard Rooms · Gdansk,Business District,2,3.6,217,2579,0,1,10.7,1,0,0,1,1,0,1
H0301743,Gdansk,Poland,Boulevard Rooms by Meadow · Gdansk,East Side,3,4.4,141,2716,1,1,0.4,1,1,0,1,0,0,1
H0301744,Gdansk,Poland,Meridian Riverside Rooms · Gdansk,Riverside,4,4.1,188,2853,1,1,2.1,1,0,0,0,0,1,1
H0301745,Gdansk,Poland,University District Moonlight Boulevard · Gdansk,University District,5,4.8,202,2990,0,1,3.8,1,1,0,1,0,0,1
H0301746,Gdansk,Poland,The Northlight Boulevard Rooms · Gdansk,Business District,1,3.3,202,3127,1,1,5.5,1,0,1,1,0,0,1
H0301747,Gdansk,Poland,Olive & Boulevard Rooms · Gdansk,East Side,2,4.0,200,3264,1,1,7.2,1,1,0,1,1,0,1
H0301748,Gdansk,Poland,Boulevard Rooms by Orchid · Gdansk,Riverside,3,3.8,228,3401,0,1,8.9,1,0,0,0,1,0,0
H0301749,Gdansk,Poland,Pearl University District Rooms · Gdansk,University District,4,4.5,235,3538,1,1,10.6,1,1,0,1,0,0,1
H0301750,Gdansk,Poland,Business District Pine Boulevard · Gdansk,Business District,5,4.2,252,3675,1,1,0.3,1,0,0,1,0,0,1
H0301751,Gdansk,Poland,The Raven Boulevard Rooms · Gdansk,East Side,1,3.8,154,3812,0,1,2.0,1,1,1,1,0,1,1
H0301752,Gdansk,Poland,Rosewood & Boulevard Rooms · Gdansk,Riverside,2,4.1,148,3949,1,1,3.7,1,0,0,0,0,0,1
H0301753,Gdansk,Poland,Boulevard Rooms by Saffron · Gdansk,University District,3,3.8,235,4086,1,1,5.4,1,1,0,1,1,0,1
H0301754,Gdansk,Poland,Silver Business District Rooms · Gdansk,Business District,4,4.1,155,4223,0,1,7.1,1,0,0,1,1,0,1
H0301755,Gdansk,Poland,East Side Solstice Boulevard · Gdansk,East Side,5,4.3,227,4360,1,1,8.8,1,1,0,1,0,0,1
H0301756,Gdansk,Poland,The Stone Boulevard Rooms · Gdansk,Riverside,1,3.7,110,4497,1,1,10.5,1,0,1,0,0,0,0
H0301757,Gdansk,Poland,Sunrise & Boulevard Rooms · Gdansk,University District,2,3.7,184,4634,0,1,0.2,1,1,0,1,0,0,1
H0301758,Gdansk,Poland,Boulevard Rooms by Terrace · Gdansk,Business District,3,4.1,153,4771,1,1,1.9,1,0,0,1,0,1,1
H0301759,Gdansk,Poland,Velvet East Side Rooms · Gdansk,East Side,4,4.3,238,4908,1,1,3.6,1,1,0,1,1,0,1
H0301760,Gdansk,Poland,Riverside Willow Boulevard · Gdansk,Riverside,5,4.7,207,5045,0,1,5.3,1,0,0,0,1,0,1
H0301761,Gdansk,Poland,The Wren Boulevard Rooms · Gdansk,University District,1,3.6,216,5182,1,1,7.0,1,1,1,1,0,0,1
H0301762,Gdansk,Poland,Arcade & Boulevard Rooms · Gdansk,Business District,2,3.7,142,5319,1,1,8.7,1,0,0,1,0,0,1
H0301763,Gdansk,Poland,Boulevard Rooms by Belvedere · Gdansk,East Side,3,4.4,174,5456,0,1,10.4,1,1,0,1,0,0,1
H0301764,Gdansk,Poland,Canvas Riverside Rooms · Gdansk,Riverside,4,4.0,230,5593,1,1,0.1,1,0,0,0,0,0,0
H0301765,Gdansk,Poland,University District Courtyard Boulevard · Gdansk,University District,5,4.7,240,5730,1,1,1.8,1,1,0,1,1,1,1
H0301766,Gdansk,Poland,The Foundry Boulevard Rooms · Gdansk,Business District,1,3.4,118,5867,0,1,3.5,1,0,1,1,1,0,1
H0301767,Gdansk,Poland,Gallery & Boulevard Rooms · Gdansk,East Side,2,4.0,138,6004,1,1,5.2,1,1,0,1,0,0,1
H0301768,Gdansk,Poland,Boulevard Rooms by Hearth · Gdansk,Riverside,3,3.8,234,6141,1,1,6.9,1,0,0,0,0,0,1
H0301769,Gdansk,Poland,Mosaic University District Rooms · Gdansk,University District,4,4.0,238,6278,0,1,8.6,1,1,0,1,0,0,1
H0301770,Gdansk,Poland,Business District Pavilion Boulevard · Gdansk,Business District,5,4.2,207,6415,1,1,10.3,1,0,0,1,0,0,1
H0301771,Gdansk,Poland,The Quayside Boulevard Rooms · Gdansk,East Side,1,4.0,142,6552,1,1,12.0,1,1,1,1,1,0,1
H0301772,Gdansk,Poland,Regent & Boulevard Rooms · Gdansk,Riverside,2,4.2,150,6689,0,1,1.7,1,0,0,0,1,1,0
H0301773,Gdansk,Poland,Boulevard Rooms by Riverview · Gdansk,University District,3,4.1,220,6826,1,1,3.4,1,1,0,1,0,0,1
H0301774,Gdansk,Poland,Vantage Business District Rooms · Gdansk,Business District,4,4.3,254,6963,1,1,5.1,1,0,0,1,0,0,1
H0301775,Gdansk,Poland,East Side Voyager Boulevard · Gdansk,East Side,5,4.9,230,7100,0,1,6.8,1,1,0,1,0,0,1
H0301776,Gdansk,Poland,The Amber Hideaway Rooms · Gdansk,Riverside,1,3.5,223,7237,1,1,8.5,1,0,1,0,0,0,1
H0301777,Gdansk,Poland,Atlas & Hideaway Rooms · Gdansk,University District,2,3.8,158,7374,1,1,10.2,1,1,0,1,1,0,1
H0301778,Gdansk,Poland,Hideaway Rooms by Aurora · Gdansk,Business District,3,4.0,208,7511,0,1,11.9,1,0,0,1,1,0,1
H0301779,Gdansk,Poland,Bluebird East Side Rooms · Gdansk,East Side,4,4.5,241,7648,1,1,1.6,1,1,0,1,0,1,1
H0301780,Gdansk,Poland,Riverside Canopy Hideaway · Gdansk,Riverside,5,4.8,205,7785,1,1,3.3,1,0,0,0,0,0,0
H0301781,Gdansk,Poland,The Cedar Hideaway Rooms · Gdansk,University District,1,3.8,204,7922,0,1,5.0,1,1,1,1,0,0,1
H0301782,Gdansk,Poland,Copper & Hideaway Rooms · Gdansk,Business District,2,4.1,192,8059,1,1,6.7,1,0,0,1,0,0,1
H0301783,Gdansk,Poland,Hideaway Rooms by Crown · Gdansk,East Side,3,3.7,163,8196,1,1,8.4,1,1,0,1,1,0,1
H0301784,Gdansk,Poland,Dawn Riverside Rooms · Gdansk,Riverside,4,4.4,251,8333,0,1,10.1,1,0,0,0,1,0,1
H0301785,Gdansk,Poland,University District Ember Hideaway · Gdansk,University District,5,4.4,201,8470,1,1,11.8,1,1,0,1,0,0,1
H0301786,Gdansk,Poland,The Evergreen Hideaway Rooms · Gdansk,Business District,1,4.0,204,8607,1,1,1.5,1,0,1,1,0,1,1
H0301787,Gdansk,Poland,Fern & Hideaway Rooms · Gdansk,East Side,2,3.5,238,8744,0,1,3.2,1,1,0,1,0,0,1
H0301788,Gdansk,Poland,Hideaway Rooms by Golden · Gdansk,Riverside,3,4.2,236,8881,1,1,4.9,1,0,0,0,0,0,0
H0301789,Gdansk,Poland,Harbour University District Rooms · Gdansk,University District,4,4.1,256,9018,1,1,6.6,1,1,0,1,1,0,1
H0301790,Gdansk,Poland,Business District Ivory Hideaway · Gdansk,Business District,5,4.7,227,9155,0,1,8.3,1,0,0,1,1,0,1
H0301791,Gdansk,Poland,The Juniper Hideaway Rooms · Gdansk,East Side,1,3.6,224,9292,1,1,10.0,1,1,1,1,0,0,1
H0301792,Gdansk,Poland,Lantern & Hideaway Rooms · Gdansk,Riverside,2,4.1,232,9429,1,1,11.7,1,0,0,0,0,0,1
H0301793,Gdansk,Poland,Hideaway Rooms by Laurel · Gdansk,University District,3,4.0,182,66,0,1,1.4,1,1,0,1,0,1,1
H0301794,Gdansk,Poland,Linden Business District Rooms · Gdansk,Business District,4,4.0,271,203,1,1,3.1,1,0,0,1,0,0,1
H0301795,Gdansk,Poland,East Side Marble Hideaway · Gdansk,East Side,5,4.5,195,340,1,1,4.8,1,1,0,1,1,0,1
H0301796,Gdansk,Poland,The Meadow Hideaway Rooms · Gdansk,Riverside,1,3.6,201,477,0,1,6.5,1,0,1,0,1,0,0
H0301797,Gdansk,Poland,Meridian & Hideaway Rooms · Gdansk,University District,2,4.2,170,614,1,1,8.2,1,1,0,1,0,0,1
H0301798,Gdansk,Poland,Hideaway Rooms by Moonlight · Gdansk,Business District,3,4.4,232,751,1,1,9.9,1,0,0,1,0,0,1
H0301799,Gdansk,Poland,Northlight East Side Rooms · Gdansk,East Side,4,4.6,273,888,0,1,11.6,1,1,0,1,0,0,1
H0301800,Gdansk,Poland,Riverside Olive Hideaway · Gdansk,Riverside,5,4.8,227,1025,1,1,1.3,1,0,0,0,0,1,1
H0301801,Gdansk,Poland,The Orchid Hideaway Rooms · Gdansk,University District,1,3.4,230,1162,1,1,3.0,1,1,1,1,1,0,1
H0301802,Gdansk,Poland,Pearl & Hideaway Rooms · Gdansk,Business District,2,4.0,198,1299,0,1,4.7,1,0,0,1,1,0,1
H0301803,Gdansk,Poland,Hideaway Rooms by Pine · Gdansk,East Side,3,4.3,167,1436,1,1,6.4,1,1,0,1,0,0,1
H0301804,Gdansk,Poland,Raven Riverside Rooms · Gdansk,Riverside,4,4.2,228,1573,1,1,8.1,1,0,0,0,0,0,0
H0301805,Gdansk,Poland,University District Rosewood Hideaway · Gdansk,University District,5,4.5,200,1710,0,1,9.8,1,1,0,1,0,0,1
H0301806,Gdansk,Poland,The Saffron Hideaway Rooms · Gdansk,Business District,1,3.9,133,1847,1,1,11.5,1,0,1,1,0,0,1
H0301807,Gdansk,Poland,Silver & Hideaway Rooms · Gdansk,East Side,2,3.7,201,1984,1,1,1.2,1,1,0,1,1,1,1
H0301808,Gdansk,Poland,Hideaway Rooms by Solstice · Gdansk,Riverside,3,3.9,220,2121,0,1,2.9,1,0,0,0,1,0,1
H0301809,Gdansk,Poland,Stone University District Rooms · Gdansk,University District,4,4.2,270,2258,1,1,4.6,1,1,0,1,0,0,1
H0301810,Gdansk,Poland,Business District Sunrise Hideaway · Gdansk,Business District,5,4.2,255,2395,1,1,6.3,1,0,0,1,0,0,1
H0301811,Gdansk,Poland,The Terrace Hideaway Rooms · Gdansk,East Side,1,3.6,120,2532,0,1,8.0,1,1,1,1,0,0,1
H0301812,Gdansk,Poland,Velvet & Hideaway Rooms · Gdansk,Riverside,2,3.9,164,2669,1,1,9.7,1,0,0,0,0,0,0
H0301813,Gdansk,Poland,Hideaway Rooms by Willow · Gdansk,University District,3,4.3,197,2806,1,1,11.4,1,1,0,1,1,0,1
H0301814,Gdansk,Poland,Wren Business District Rooms · Gdansk,Business District,4,4.2,203,2943,0,1,1.1,1,0,0,1,1,1,1
H0301815,Gdansk,Poland,East Side Arcade Hideaway · Gdansk,East Side,5,4.7,174,3080,1,1,2.8,1,1,0,1,0,0,1
H0301816,Gdansk,Poland,The Belvedere Hideaway Rooms · Gdansk,Riverside,1,3.3,220,3217,1,1,4.5,1,0,1,0,0,0,1
H0301817,Gdansk,Poland,Canvas & Hideaway Rooms · Gdansk,University District,2,3.5,220,3354,0,1,6.2,1,1,0,1,0,0,1
H0301818,Gdansk,Poland,Hideaway Rooms by Courtyard · Gdansk,Business District,3,4.1,176,3491,1,1,7.9,1,0,0,1,0,0,1
H0301819,Gdansk,Poland,Foundry East Side Rooms · Gdansk,East Side,4,4.3,226,3628,1,1,9.6,1,1,0,1,1,0,1
H0301820,Gdansk,Poland,Riverside Gallery Hideaway · Gdansk,Riverside,5,4.8,177,3765,0,1,11.3,1,0,0,0,1,0,0
H0301821,Gdansk,Poland,The Hearth Hideaway Rooms · Gdansk,University District,1,3.8,217,3902,1,1,1.0,1,1,1,1,0,1,1
H0301822,Gdansk,Poland,Mosaic & Hideaway Rooms · Gdansk,Business District,2,3.9,159,4039,1,1,2.7,1,0,0,1,0,0,1
H0301823,Gdansk,Poland,Hideaway Rooms by Pavilion · Gdansk,East Side,3,4.1,240,4176,0,1,4.4,1,1,0,1,0,0,1
H0301824,Gdansk,Poland,Quayside Riverside Rooms · Gdansk,Riverside,4,4.2,189,4313,1,1,6.1,1,0,0,0,0,0,1
H0301825,Gdansk,Poland,University District Regent Hideaway · Gdansk,University District,5,4.3,270,4450,1,1,7.8,1,1,0,1,1,0,1
H0301826,Gdansk,Poland,The Riverview Hideaway Rooms · Gdansk,Business District,1,4.0,180,4587,0,1,9.5,1,0,1,1,1,0,1
H0301827,Gdansk,Poland,Vantage & Hideaway Rooms · Gdansk,East Side,2,3.7,200,4724,1,1,11.2,1,1,0,1,0,0,1
H0301828,Gdansk,Poland,Hideaway Rooms by Voyager · Gdansk,Riverside,3,4.4,148,4861,1,1,0.9,1,0,0,0,0,1,0
H0301829,Gdansk,Poland,Amber University District Rooms · Gdansk,University District,4,4.6,235,4998,0,1,2.6,1,1,0,1,0,0,1
H0301830,Gdansk,Poland,Business District Atlas Gateway · Gdansk,Business District,5,4.4,205,5135,1,1,4.3,1,0,0,1,0,0,1
H0301831,Gdansk,Poland,The Aurora Gateway Rooms · Gdansk,East Side,1,3.5,170,5272,1,1,6.0,1,1,1,1,1,0,1
H0301832,Gdansk,Poland,Bluebird & Gateway Rooms · Gdansk,Riverside,2,3.6,238,5409,0,1,7.7,1,0,0,0,1,0,1
H0301833,Gdansk,Poland,Gateway Rooms by Canopy · Gdansk,University District,3,4.2,251,5546,1,1,9.4,1,1,0,1,0,0,1
H0301834,Gdansk,Poland,Cedar Business District Rooms · Gdansk,Business District,4,4.1,203,5683,1,1,11.1,1,0,0,1,0,0,1
H0301835,Gdansk,Poland,East Side Copper Gateway · Gdansk,East Side,5,4.7,241,5820,0,1,0.8,1,1,0,1,0,1,1
H0301836,Gdansk,Poland,The Crown Gateway Rooms · Gdansk,Riverside,1,3.9,180,5957,1,1,2.5,1,0,1,0,0,0,0
H0301837,Gdansk,Poland,Dawn & Gateway Rooms · Gdansk,University District,2,3.6,234,6094,1,1,4.2,1,1,0,1,1,0,1
H0301838,Gdansk,Poland,Gateway Rooms by Ember · Gdansk,Business District,3,4.3,141,6231,0,1,5.9,1,0,0,1,1,0,1
H0301839,Gdansk,Poland,Evergreen East Side Rooms · Gdansk,East Side,4,4.0,181,6368,1,1,7.6,1,1,0,1,0,0,1
H0301840,Gdansk,Poland,Riverside Fern Gateway · Gdansk,Riverside,5,4.6,211,6505,1,1,9.3,1,0,0,0,0,0,1
H0301841,Gdansk,Poland,The Golden Gateway Rooms · Gdansk,University District,1,3.8,215,6642,0,1,11.0,1,1,1,1,0,0,1
H0301842,Gdansk,Poland,Harbour & Gateway Rooms · Gdansk,Business District,2,3.5,142,6779,1,1,0.7,1,0,0,1,0,1,1
H0301843,Gdansk,Poland,Gateway Rooms by Ivory · Gdansk,East Side,3,4.4,239,6916,1,1,2.4,1,1,0,1,1,0,1
H0301844,Gdansk,Poland,Juniper Riverside Rooms · Gdansk,Riverside,4,4.7,180,7053,0,1,4.1,1,0,0,0,1,0,0
H0301845,Gdansk,Poland,University District Lantern Gateway · Gdansk,University District,5,4.8,286,7190,1,1,5.8,1,1,0,1,0,0,1
H0301846,Gdansk,Poland,The Laurel Gateway Rooms · Gdansk,Business District,1,3.8,117,7327,1,1,7.5,1,0,1,1,0,0,1
H0301847,Gdansk,Poland,Linden & Gateway Rooms · Gdansk,East Side,2,4.2,143,7464,0,1,9.2,1,1,0,1,0,0,1
H0301848,Gdansk,Poland,Gateway Rooms by Marble · Gdansk,Riverside,3,3.7,148,7601,1,1,10.9,1,0,0,0,0,0,1
H0301849,Gdansk,Poland,Meadow University District Rooms · Gdansk,University District,4,4.6,193,7738,1,1,0.6,1,1,0,1,1,1,1
